Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,State,State_Description
2020-01-03 00:00:00-05:00,71.9413434276417,72.77176000550182,71.78397699623217,72.0091323852539,146322800,0.0,0.0,-0.9721918098977822,1,Bearish
2020-01-06 00:00:00-05:00,71.12787343706493,72.62165386110323,70.87608272259153,72.58291625976562,118387200,0.0,0.0,0.7968209802083681,3,Bullish
2020-01-07 00:00:00-05:00,72.59260896500349,72.84923913180799,72.0212459184403,72.24156188964844,108872000,0.0,0.0,-0.4702957496162341,1,Bearish
2020-01-08 00:00:00-05:00,71.94374389134458,73.70626361557562,71.94374389134458,73.40363311767578,132079200,0.0,0.0,1.6085909518435582,4,Very Bullish
2020-01-09 00:00:00-05:00,74.38415077218049,75.15646437101954,74.13236752506255,74.96278381347656,170108400,0.0,0.0,2.124078372662086,4,Very Bullish
2020-01-10 00:00:00-05:00,75.19764374317383,75.69880172853615,74.62869680726308,75.13227081298828,140644800,0.0,0.0,0.22609485786098116,2,Neutral
2020-01-13 00:00:00-05:00,75.44942915816804,76.76405445807666,75.33079296168272,76.73741912841797,121532000,0.0,0.0,2.13642992293559,4,Very Bullish
2020-01-14 00:00:00-05:00,76.67445908650251,76.8850887121643,75.57772655515659,75.7011947631836,161954400,0.0,0.0,-1.3503508158129285,0,Very Bearish
2020-01-15 00:00:00-05:00,75.50028381601487,76.38396369325629,74.94343907710318,75.3768081665039,121923600,0.0,0.0,-0.4285092166569693,1,Bearish
2020-01-16 00:00:00-05:00,75.92154348740286,76.4323877854954,75.55838676505513,76.32101440429688,108829200,0.0,0.0,1.252648209389906,3,Bullish
2020-01-17 00:00:00-05:00,76.57037988918707,77.16837823985516,76.26290986480943,77.16596221923828,137816400,0.0,0.0,1.1070972019127545,3,Bullish
2020-01-21 00:00:00-05:00,76.7930936550816,77.23614144709862,76.50498883390406,76.64299011230469,110843200,0.0,0.0,-0.6777238200539326,1,Bearish
2020-01-22 00:00:00-05:00,77.12963354237134,77.47100170840719,76.82216354627624,76.91658782958984,101832400,0.0,0.0,0.3569768309981791,2,Neutral
2020-01-23 00:00:00-05:00,76.96983874202517,77.3668861399878,76.42025699227077,77.28699493408203,104472000,0.0,0.0,0.4815698602138152,3,Bullish
2020-01-24 00:00:00-05:00,77.5339302350096,78.2796084989247,76.87298259611883,77.06424713134766,146537600,0.0,0.0,-0.28820864742425956,1,Bearish
2020-01-27 00:00:00-05:00,75.06688907368486,75.48088552561684,73.8127900649216,74.79815673828125,161940000,0.0,0.0,-2.9405210294264017,0,Very Bearish
2020-01-28 00:00:00-05:00,75.68183593003438,77.08603847633346,75.58257224071698,76.91414642333984,162234000,0.0,0.0,2.828932927401473,4,Very Bullish
2020-01-29 00:00:00-05:00,78.55078999397739,79.37394362780475,77.80752757594179,78.52415466308594,216229200,0.0,0.0,2.0932537310945687,4,Very Bullish
2020-01-30 00:00:00-05:00,77.60416527632543,78.46363314950943,77.17079622640016,78.41036987304688,126743200,0.0,0.0,-0.14490418970731778,2,Neutral
2020-01-31 00:00:00-05:00,77.69857485901245,78.12225762194025,74.63837863048332,74.93374633789062,199588400,0.0,0.0,-4.433882330596328,0,Very Bearish
2020-02-03 00:00:00-05:00,73.67239450309971,75.89733539205027,73.16882040694378,74.72797393798828,173788400,0.0,0.0,-0.27460578171879524,1,Bearish
2020-02-04 00:00:00-05:00,76.33794039127015,77.38625661675313,75.93120675854502,77.19499206542969,136616400,0.0,0.0,3.3013314792779136,4,Very Bullish
2020-02-05 00:00:00-05:00,78.32562874403418,78.62584328517734,77.21921702642419,77.82447814941406,118826800,0.0,0.0,0.8154493797354556,3,Bullish
2020-02-06 00:00:00-05:00,78.09561993929752,78.73719513687406,77.53635935306664,78.73477172851562,105425600,0.0,0.0,1.1696751468784683,3,Bullish
2020-02-07 00:00:00-05:00,78.23243405494627,78.48239314790939,77.17192792843306,77.66456604003906,117684000,0.1925,0.0,-1.359254196058035,0,Very Bearish
2020-02-10 00:00:00-05:00,76.24489635857795,78.03343963623047,76.1648155367922,78.03343963623047,109348800,0.0,0.0,0.47495739048002417,3,Bullish
2020-02-11 00:00:00-05:00,78.53093937088862,78.60374012100387,77.34423530217373,77.5626449584961,94323200,0.0,0.0,-0.6033242670438255,1,Bearish
2020-02-12 00:00:00-05:00,78.01404068842541,79.40944533661985,78.01404068842541,79.40459442138672,113730400,0.0,0.0,2.374789389758769,4,Very Bullish
2020-02-13 00:00:00-05:00,78.67412186901794,79.16676004463604,78.47027235558737,78.83914184570312,94747600,0.0,0.0,-0.712115690287185,1,Bearish
2020-02-14 00:00:00-05:00,78.80758309855572,79.10851012138082,78.34892359887368,78.85855102539062,80113600,0.0,0.0,0.024618709987334064,2,Neutral
2020-02-18 00:00:00-05:00,76.5312490357775,77.5966134445047,76.34923977828454,77.41460418701172,152531200,0.0,0.0,-1.8310593075873127,0,Very Bearish
2020-02-19 00:00:00-05:00,77.65728500864738,78.76632988761132,77.65728500864738,78.53578186035156,93984000,0.0,0.0,1.4482766980651318,3,Bullish
2020-02-20 00:00:00-05:00,78.29552586031969,78.78573476731503,77.222881436687,77.7300796508789,100566000,0.0,0.0,-1.0259046136515404,1,Bearish
2020-02-21 00:00:00-05:00,77.32239667498202,77.76650347779221,75.3518440007245,75.97067260742188,129554000,0.0,0.0,-2.2634828773614113,0,Very Bearish
2020-02-24 00:00:00-05:00,72.13877707909086,73.8181119648714,70.19006459555902,72.3620376586914,222195200,0.0,0.0,-4.75003685616695,0,Very Bearish
2020-02-25 00:00:00-05:00,73.034234061443,73.41766354957142,69.43773019101052,69.91094970703125,230673600,0.0,0.0,-3.3872566762439105,0,Very Bearish
2020-02-26 00:00:00-05:00,69.53481005262495,72.28921804434103,69.52752997923261,71.02000427246094,198054800,0.0,0.0,1.5863817757837406,4,Very Bullish
2020-02-27 00:00:00-05:00,68.21707461192374,69.40620033933959,66.24166381662789,66.3775634765625,320605600,0.0,0.0,-6.5368072607939975,0,Very Bearish
2020-02-28 00:00:00-05:00,62.43159658691093,67.5642555180985,62.21560874045817,66.3387222290039,426510000,0.0,0.0,-0.05851562715510905,2,Neutral
2020-03-02 00:00:00-05:00,68.50341725278311,73.15314706398571,67.39680177602645,72.51490020751953,341397200,0.0,0.0,9.310064726895417,4,Very Bullish
2020-03-03 00:00:00-05:00,73.69434436871329,73.77442519005979,69.3576638774749,70.21189880371094,319475600,0.0,0.0,-3.17590094893323,0,Very Bearish
2020-03-04 00:00:00-05:00,71.939783286025,73.62882752036336,71.13651616592851,73.46865844726562,219178400,0.0,0.0,4.638472536769722,4,Very Bullish
2020-03-05 00:00:00-05:00,71.71649259248731,72.69448862777347,70.71908549659396,71.08553314208984,187572800,0.0,0.0,-3.2437305315522247,0,Very Bearish
2020-03-06 00:00:00-05:00,68.43548440571074,70.5759151634938,68.24862422437134,70.14151763916016,226176800,0.0,0.0,-1.3279994693754849,0,Very Bearish
2020-03-09 00:00:00-04:00,64.00658563730508,67.48660157527603,63.82457638904733,64.5938720703125,286744800,0.0,0.0,-7.909218043138544,0,Very Bearish
2020-03-10 00:00:00-04:00,67.25606913589775,69.5129811258908,65.37044835521063,69.24603271484375,285290000,0.0,0.0,7.202170260775231,4,Very Bullish
2020-03-11 00:00:00-04:00,67.31674360006403,68.24620108036899,65.97472137640763,66.8410873413086,255598800,0.0,0.0,-3.4730442730759203,0,Very Bearish
2020-03-12 00:00:00-04:00,62.11126834135515,65.52333473547242,60.18439634961911,60.240211486816406,418474000,0.0,0.0,-9.875476472706579,0,Very Bearish
2020-03-13 00:00:00-04:00,64.28325788918951,67.93072375869788,61.38566570157223,67.4574966430664,370732000,0.0,0.0,11.980842991943197,4,Very Bullish
