Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return,State,State_Description
2020-01-03 00:00:00-05:00,151.12777897349832,152.6837207384835,150.87958104163584,151.4141387939453,21116200,0.0,0.0,-1.245169032365423,0,Very Bearish
2020-01-06 00:00:00-05:00,149.9441149486493,151.8723537396853,149.40000212239562,151.80552673339844,20813700,0.0,0.0,0.2584883700892382,2,Neutral
2020-01-07 00:00:00-05:00,152.0823464607139,152.41643776412104,150.17320335916705,150.42138671875,21634100,0.0,0.0,-0.911784995205922,1,Bearish
2020-01-08 00:00:00-05:00,151.71004582761572,153.49510448810574,150.7745698093218,152.81735229492188,27746500,0.0,0.0,1.5928357186679287,4,Very Bullish
2020-01-09 00:00:00-05:00,154.48785857360957,154.8506004292795,153.71465793650782,154.72650146484375,21385000,0.0,0.0,1.2493013007039977,3,Bullish
2020-01-10 00:00:00-05:00,155.42335075837863,155.8051735619528,153.8578393931481,154.0105743408203,20725900,0.0,0.0,-0.4627049130210614,1,Bearish
2020-01-13 00:00:00-05:00,154.4114740608552,155.89106273635204,153.9341883310565,155.8624267578125,21626500,0.0,0.0,1.2024190059145567,3,Bullish
2020-01-14 00:00:00-05:00,155.96743377813863,156.16790019811782,154.37330115192177,154.76467895507812,23477400,0.0,0.0,-0.7043056017856819,1,Bearish
2020-01-15 00:00:00-05:00,155.2323796600258,156.49242076357814,155.18466274765655,155.76693725585938,21417900,0.0,0.0,0.6476014472734937,3,Bullish
2020-01-16 00:00:00-05:00,156.88387229893618,158.68801231645415,156.57840234868965,158.62118530273438,23865400,0.0,0.0,1.8323837504660379,4,Very Bullish
2020-01-17 00:00:00-05:00,159.8143511653507,159.86208265119686,157.91474872726818,159.50889587402344,34371700,0.0,0.0,0.5596418722977115,3,Bullish
2020-01-21 00:00:00-05:00,159.10797310774927,160.54938541719685,158.8693302290307,158.9361572265625,29517200,0.0,0.0,-0.3590637652669093,1,Bearish
2020-01-22 00:00:00-05:00,159.79525389317888,159.88117639299483,158.15338984431403,158.1724853515625,24138800,0.0,0.0,-0.48048970626073384,1,Bearish
2020-01-23 00:00:00-05:00,158.6402269931,159.22251614329255,157.76202303250872,159.14614868164062,19680800,0.0,0.0,0.6155706081965029,3,Bullish
2020-01-24 00:00:00-05:00,159.90025784938828,159.91935335669822,156.97927155195472,157.54246520996094,24918100,0.0,0.0,-1.0076797239295665,1,Bearish
2020-01-27 00:00:00-05:00,153.82916663173845,155.95787122124548,152.92232676586377,154.9078369140625,32078100,0.0,0.0,-1.6723289764364213,0,Very Bearish
2020-01-28 00:00:00-05:00,156.33967216240634,158.22971908653386,155.66193475764177,157.943359375,24899900,0.0,0.0,1.9595667471759448,4,Very Bullish
2020-01-29 00:00:00-05:00,160.21530805861025,161.0839717874023,158.16298476282137,160.40621948242188,34754500,0.0,0.0,1.5593312166891415,4,Very Bullish
2020-01-30 00:00:00-05:00,166.14315693787148,166.14315693787148,163.0312448171451,164.93084716796875,51597500,0.0,0.0,2.820730829606455,4,Very Bullish
2020-01-31 00:00:00-05:00,164.386735306438,164.56809162420643,161.876208045128,162.49667358398438,36142700,0.0,0.0,-1.4758752688060595,0,Very Bearish
2020-02-03 00:00:00-05:00,162.6875918309989,166.57270430396193,162.6589558551061,166.45816040039062,30107000,0.0,0.0,2.437887945046957,4,Very Bullish
2020-02-04 00:00:00-05:00,169.09277453982233,172.4337743869972,168.300478542477,171.93739318847656,36433300,0.0,0.0,3.2916576603432723,4,Very Bullish
2020-02-05 00:00:00-05:00,175.66978656794012,175.8320619700683,170.30509956420224,171.72740173339844,39186300,0.0,0.0,-0.12213251066796049,2,Neutral
2020-02-06 00:00:00-05:00,172.74880025877843,175.46933477716024,171.8801367244904,175.2879638671875,27751400,0.0,0.0,2.073380309635575,4,Very Bullish
2020-02-07 00:00:00-05:00,174.54338497300552,177.19709227933504,174.19018365311317,175.5361328125,33529100,0.0,0.0,0.14157785842074944,2,Neutral
2020-02-10 00:00:00-05:00,175.24020864476424,180.2612486581341,174.9251983541532,180.1276092529297,35844300,0.0,0.0,2.6156873612648734,4,Very Bullish
2020-02-11 00:00:00-05:00,181.9890692068909,182.03680069987925,175.16388811214267,176.06118774414062,53159900,0.0,0.0,-2.257522611694196,0,Very Bearish
2020-02-12 00:00:00-05:00,177.1493505765325,177.40708891604868,173.58880356571652,176.31887817382812,47062900,0.0,0.0,0.14636413225950218,2,Neutral
2020-02-13 00:00:00-05:00,174.76294940925624,177.76984376399173,174.5624829883249,175.3643341064453,35295800,0.0,0.0,-0.5413737186109824,1,Bearish
2020-02-14 00:00:00-05:00,174.92520386350716,176.98708152211782,174.35245521424756,176.9298095703125,23149500,0.0,0.0,0.8926988899105037,3,Bullish
